QuoteNumber,QuoteConversion_Flag
274,0.0116726092529
275,0.585497199893
276,0.103663585484
279,0.0588631004468
280,3.76472003154e-05
282,0.0323378413171
283,0.28979532063
285,0.548067587018
289,0.030472514201
290,0.00615796521772
292,0.231984276772
294,0.994615418911
301,0.989195061326
304,0.0140951057058
307,8.8062564173e-05
309,0.477641919553
310,0.000174371244211
311,0.000228825745289
312,0.000103554971793
314,0.0209056001808
316,7.21729918587e-05
318,0.99718885839
321,0.0041842261143
326,0.00048592830979
330,1.97916096658e-05
331,4.29196847836e-05
332,0.0163445265871
333,0.000165333339537
337,0.948328047395
338,0.0103623188287
339,0.0279868933931
340,8.21736246507e-05
344,0.484631245136
346,0.249587806612
348,7.30563906836e-05
349,0.0238182301447
350,0.173532869667
351,2.66634746913e-05
352,7.00193875218e-06
355,0.0696708460525
358,2.51790000948e-05
361,0.0321413051896
363,0.0527435759082
364,0.998462751508
365,0.000147974771025
366,0.000437612383976
367,3.68153952513e-05
368,0.543850127757
371,0.987489864826
374,0.998338995576
378,0.000131099560676
380,0.066846306473
382,0.998770329952
385,0.0562241207808
390,0.189022423327
393,0.000444392890495
401,0.136749424189
402,0.000139042058508
403,0.0677827623859
407,0.000195580904838
408,0.331589191854
409,0.036478856355
410,0.000247373372258
412,3.91138936538e-05
416,0.0040348150814
424,6.04990455031e-05
425,1.55051042475e-05
427,0.449258815944
430,1.48059806088e-05
438,0.000242183091323
439,0.475277813375
441,0.0199037751742
447,0.982489829063
449,0.999558720589
452,0.157156357765
453,4.80845216043e-05
457,0.528755578399
464,5.99693009281e-05
465,0.5125908041
467,0.653391928077
468,1.46980587851e-05
469,0.0381343604624
470,1.27096697838e-05
473,0.0260835161991
474,0.00167397792218
475,0.0162029885594
476,0.0719501214474
479,0.0363432589918
480,7.29068151122e-05
481,0.0383172250353
484,0.0521637509763
487,0.0294712756574
494,0.000114839688249
495,0.00141677919135
496,0.000155667821746
498,3.70758736426e-05
500,0.00148970688082
504,1.87220274711e-05
505,6.8100356948e-05
512,0.196992394477
513,0.0392843843624
516,0.46614251852
519,0.0487122902647
525,0.102962502837
527,0.00231937865959
530,0.112387848869
532,0.966121918559
536,0.999779409766
539,0.00263324025087
541,0.010308127203
542,0.0007672561449
543,0.99517508328
544,0.0525116782263
547,0.360204721093
551,0.00569406072842
552,0.0506200535968
555,0.985339803696
557,0.00247069627279
563,9.77536668506e-05
568,8.88580132596e-05
569,0.000270582253434
571,0.00815730471164
574,0.000189316515098
575,0.997421705127
580,3.32267797967e-05
581,0.237506659776
595,0.112258504406
598,8.28883004579e-05
599,0.000104573665958
600,0.444132248163
602,0.000332332670368
603,0.000636883640836
609,3.35404353063e-05
611,0.122517659143
614,0.252488207519
615,0.0083085160749
620,2.18122821752e-05
624,9.3960949016e-06
625,0.00023273396655
628,0.00191644824459
633,0.0535908661038
640,3.28189066022e-05
642,0.962906326652
646,0.9937579
648,0.01207793348
652,4.54637327721e-06
656,1.35724808433e-05
657,0.103841271028
658,0.0991294664145
659,0.000145420822664
663,0.028416600246
664,0.0931251823902
668,0.175334929675
669,4.66511010382e-05
671,0.116857426837
673,0.997396177053
675,0.000375530212186
677,0.167335518748
684,0.0178950294293
686,0.00434766719351
687,6.81064069795e-05
691,0.000102375709248
693,0.133650291115
694,0.000239261220413
695,0.993594812155
696,0.097422022894
699,0.7239607656
701,0.000145476698235
702,5.45286134411e-06
703,0.000761324311025
705,8.79693455499e-05
706,0.0200901113823
710,0.235086578578
711,0.0540081075206
713,7.30027008103e-05
717,0.214271305501
718,0.34642462641
720,2.96779393102e-05
721,4.72173631351e-05
725,0.68347625792
726,0.0242542230897
729,0.0334667252377
733,0.0323466874473
739,0.637821491957
740,0.00577258437406
744,0.996336288452
745,5.18396516782e-05
750,5.65462012128e-05
753,5.78569731442e-05
754,0.983701568842
758,0.998828883767
759,0.0208544908743
762,9.41723371398e-06
764,7.22591097201e-06
767,0.000117626192514
769,2.3983855499e-05
773,0.797429226041
774,0.0309175533801
777,0.995148970485
778,0.964314956069
779,0.00391237970209
785,0.150828578174
789,3.02181010647e-05
790,0.041131179221
791,0.0668094790354
793,0.545857136846
794,0.0380722268298
797,0.000114999446741
798,0.99849183917
799,0.0446620595455
800,0.143506009355
801,0.136167082265
807,0.270297711641
808,0.0452914331481
814,0.328507583737
815,0.360230227709
816,0.00023033981357
817,2.1067711441e-05
819,0.00157746046316
821,0.021985565247
822,7.1089682242e-05
823,2.53633681837e-06
829,7.46909106056e-06
833,1.52267173871e-05
834,0.00676554005593
836,0.0669892409444
837,0.97218465209
842,3.45788690538e-05
843,0.066805251129
846,0.992739517689
847,0.00075004951912
854,2.29289898652e-05
855,0.99606388092
857,0.00844504997134
859,2.30005581034e-05
860,0.00273876748281
861,0.0107617756259
862,0.0128762528207
867,4.17401889717e-05
868,0.259397564977
870,0.996905630231
872,0.0010577712988
875,0.998182284832
878,0.0686958282813
879,7.18591105397e-05
881,0.0142533161677
882,1.4445572142e-05
883,3.35782340881e-05
884,0.00271664815606
885,0.0340654203109
886,0.0653819972277
890,0.00695852777455
891,0.000493131744151
898,6.37773214976e-06
899,0.0167731393687
900,0.0712311071903
902,0.313254089653
903,0.0499528793246
905,4.16376297835e-06
906,0.958894364238
913,0.998051022887
915,0.00029710953153
918,0.0148019429483
923,0.0218924155086
926,0.00227262364933
928,0.479261864126
929,4.02484013102e-05
930,0.0378203750774
933,1.78236075726e-06
936,0.998495799303
938,6.38054891169e-05
944,0.0393324788287
949,0.193232572377
953,0.000196590084524
954,2.69597599413e-06
955,0.0241905342601
956,0.332825580835
957,0.997818377614
960,0.00974034903571
963,0.909795659184
964,3.63295681746e-05
966,0.000704245421221
967,6.104862754e-05
972,0.0015663280437
973,0.0100890948903
975,0.997510501742
976,0.0386581523344
977,0.00506988195237
979,0.000117497228493
982,0.699495164156
984,2.96168665045e-06
985,0.0170449339412
995,0.00953722682782
996,0.0385736550018
999,4.98889433584e-05
1001,0.0330545733497
1004,0.000102491750295
1005,0.297597819567
1009,0.00301774197142
1010,0.00020202262036
1011,0.961254809499
1012,0.278639346361
1014,0.0150984307472
1015,0.594815010428
1016,0.973836427331
1018,0.325866371989
1019,0.3092698282
1020,0.00937319178134
1024,6.39973045872e-05
1025,0.998812345266
1028,0.130997599661
1030,0.0406500432082
1032,0.386046457589
1035,1.73357099811e-05
1037,0.000617740044254
1038,0.997996311784
1042,0.365076703429
1043,0.0237314994819
1053,0.0415392358601
1055,0.00469669572776
1057,4.19842692645e-05
1059,0.00019426090701
1061,0.995717396736
1067,0.919576435685
1069,0.996747938395
1073,0.000128068517661
1075,0.000216708141088
1077,0.00645874741953
1078,0.63396153748
1079,0.0132830593269
1080,0.000210659918084
1082,3.76043195047e-06
1083,0.0986173303425
1086,0.000561129135021
1089,0.0420735778287
1090,0.0994338002428
1098,0.0376730493456
1099,0.998530468345
1102,0.00510772098787
1103,0.994340193868
1104,0.0526617740095
1105,0.000776312658854
1106,0.991038993001
1115,1.25253240697e-06
1118,0.038672455512
1124,0.0765498092026
1130,0.0304953676462
1134,3.48270833092e-05
1135,0.786100697517
1137,0.0849158619344
1142,0.0372959738038
1143,0.00823734163307
1144,0.0002327386252
1147,0.00022442511472
1155,0.999281790853
1156,0.0086326855165
1158,0.0110043975897
1160,0.0727297426015
1162,0.523275855184
1168,0.998215337992
1169,0.311302395612
1170,6.71560006595e-05
1171,0.583623883426
1172,0.999941576719
1178,0.0699147063494
1179,0.00224594028317
1181,0.00119927888562
1183,0.000150585625379
1187,4.89699473519e-06
1188,0.000141939367386
1190,0.210478227139
1191,0.000738509644289
1193,0.000713970172219
1195,5.73563387661e-06
1203,0.563687745631
1204,0.993558464646
1208,0.863867354393
1216,0.00016700334003
1221,0.126571540982
1223,0.000100683802521
1225,0.13790336132
1229,0.0140351245739
1231,0.0199316263199
1233,1.30141163754e-05
1238,0.00485844067298
1240,0.0453128291294
1242,0.00767732265638
1243,0.0640069362894
1244,0.0374996475689
1245,0.0315158474445
1250,0.998979699612
1251,6.81370485472e-05
1257,0.368981874585
1260,0.036886422541
1261,0.159764576405
1282,0.000140183238982
1283,1.59821795933e-06
1285,0.00054937298657
1286,0.996593292356
1287,0.000138477023647
1288,0.287596171349
1290,0.0125181171484
1291,0.0104378431244
1293,8.35974138317e-05
1294,0.0401482830569
1300,0.0353713872284
1309,0.0105428744946
1310,0.0399586391076
1312,0.0249014810007
1314,0.0349638542347
1315,0.0470284830779
1317,0.355557631552
1321,0.123131207824
1325,0.262797494829
1331,0.000122551958193
1334,2.40363067132e-05
1335,0.143343476206
1337,0.0604633594304
1339,0.104576067999
1340,0.114316042513
1349,0.000748123888625
1350,5.56393598163e-05
1352,0.00759429520927
1356,0.0352959669381
1359,3.54909854468e-05
1362,0.959513908029
1364,0.0162032413296
1365,7.57790231728e-05
1367,0.000359276149247
1368,0.000131880013287
1369,0.000675486620166
1370,0.1871506612
1371,0.000119478732013
1372,0.985569027066
1374,0.392943936586
1380,3.80564952866e-05
1382,4.61692765566e-05
1384,0.0966102916002
1385,0.0631206429377
1386,0.000182651484065
1388,0.128057081699
1389,0.0173814965971
1390,0.000549776694097
1391,0.000123603600441
1392,0.997655231357
1393,0.0489114355668
1395,0.00900324585382
1399,0.083149628602
1400,0.986159082055
1405,3.61063222954e-05
1406,0.00014514185139
1407,0.459862060249
1410,0.818300797343
1413,5.28644786755e-06
1415,0.000484698839427
1417,0.00711423543748
1418,0.128707185015
1419,0.00427967353957
1420,0.0160271221958
1422,3.16649637352e-05
1423,0.497307834327
1424,0.0519807266816
1426,0.0263759283535
1427,0.0286283656023
1429,0.175075562298
1431,0.0015099155705
1433,0.0337792657968
1438,0.0189865470678
1440,0.0825060994178
1442,1.15805185305e-05
1448,0.998869839311
1449,0.187256615311
1451,0.00589523548959
1453,6.40392362402e-05
1454,0.969532433152
1455,0.000130404884258
1458,8.53876831388e-05
1459,0.996545069218
1460,0.000533702914836
1461,0.0187707991432
1465,2.6796749371e-05
1466,4.00197033923e-05
1470,0.328518635631
1474,0.0127539999969
1475,3.43212904681e-06
1476,0.990450942516
1478,0.000193434588582
1479,0.388294067681
1483,0.996629521847
1485,4.84081572722e-05
1488,0.341792057157
1490,0.277462832481
1492,0.304735939205
1493,0.0540191179886
1500,6.2690060372e-06
1505,3.96273784463e-05
1506,3.62552892511e-05
1510,9.36741635087e-05
1511,6.28866908983e-06
1513,9.07028198981e-06
1518,0.0350784453563
1523,0.999190856814
1528,0.212225839049
1538,0.174509947151
1543,0.000116356505168
1545,0.139616730064
1546,0.492712283134
1547,0.404395655394
1549,0.0291507226415
1551,3.36993621386e-05
1558,5.00780360198e-06
1561,0.982129318118
1563,2.89407193668e-05
1564,0.000155195260231
1568,8.23175874393e-05
1574,4.20138568734e-05
1575,0.565033170283
1576,0.0329248243384
1578,0.00402161840815
1581,0.391204696
1582,0.833289310932
1583,0.000139796153017
1586,0.323033010662
1588,0.983742657304
1589,0.995751506686
1593,0.00960808678064
1594,0.000464723551704
1595,0.000451885385264
1605,0.00128091862192
1607,0.000900374723133
1608,0.0239090325311
1610,0.999264050722
1614,2.77224966703e-05
1616,0.0158740001917
1617,0.0691595092043
1630,0.268171937019
1631,0.0764628991485
1632,5.34262668953e-05
1636,0.0409163840115
1638,2.10837907503e-06
1639,0.102995591909
1641,2.30455856581e-05
1647,0.0116805188917
1649,0.434001697898
1651,0.00015662285834
1653,0.00159971354355
1654,7.48637418656e-05
1656,0.00134154570987
1658,4.67729386946e-05
1659,0.998021256328
1664,0.0752975188941
1666,0.68369058609
1669,0.999813456535
1670,0.0312165750563
1671,0.686797910929
1673,0.51033567369
1674,0.463214638233
1675,0.00430942730745
1681,0.000409601547872
1682,0.9922909832
1683,0.00291462183814
1684,0.0306068921089
1686,0.000156658938067
1691,0.112578548118
1693,0.0557708135247
1699,0.230256536603
1700,0.000496785558644
1703,0.995266817808
1705,0.000308181821019
1709,0.0321504969895
1710,6.22947572265e-05
1714,0.0287838762999
1717,0.356368719637
1721,2.29391868015e-05
1725,2.15002121422e-06
1727,0.0266832496971
1728,4.2595048435e-05
1735,0.000266255958995
1736,0.133247160539
1740,0.970395905375
1744,0.0795899501443
1745,0.012374485191
1748,0.0119190275017
1750,0.258595817238
1752,4.30186478116e-05
1757,0.5135847947
1759,3.20696725248e-05
1763,0.000654561232368
1764,0.944387512803
1768,0.0189643176086
1772,0.422860911191
1773,0.0415447794273
1780,0.998210968971
1790,2.80622634818e-05
1792,0.0157561902236
1794,0.0033939056797
1795,0.561577364206
1798,4.24397434836e-05
1801,0.109693110399
1803,0.0062075738376
1804,0.996078147292
1810,0.000726996232115
1813,0.0342324293591
1818,0.274444106221
1820,0.00610908439849
1824,0.998628065586
1825,0.994743468761
1826,0.9971795398
1831,0.187695596218
1834,0.298423436135
1839,0.518089010417
1841,3.89512770744e-05
1843,0.557134458721
1848,0.312342155129
1849,7.5875154289e-06
1851,7.13838627917e-06
1852,0.782984770536
1857,0.0216354186367
1858,0.000207977055543
1860,0.07454125911
1862,0.00275793661363
1863,4.77923006838e-05
1864,0.048012518324
1869,4.49664152939e-06
1872,0.119835723564
1879,0.000177117713683
1880,0.155381449834
1881,0.998296239376
1884,5.14076288891e-05
1888,0.995466416478
1890,0.0189863015991
1891,0.353955752552
1893,0.000195163764147
1895,0.986127061248
1896,0.000111361243107
1904,0.0240921586193
1905,0.0248895001598
1908,0.998294603825
1910,0.101816594526
1912,1.89676059836e-05
1913,0.269005067796
1919,0.937042124271
1920,0.00498249220429
1922,0.0724664102495
1923,7.04385363861e-05
1927,0.00065471893613
1929,0.00420666049002
1930,0.000412460265798
1939,0.00022434605984
1941,7.4226434117e-05
1944,4.16247681187e-06
1947,0.999769808054
1953,0.0606585648283
1958,5.35293616122e-05
1959,0.00112029879121
1961,0.99915387094
1964,0.0196550918277
1967,0.0811940157413
1969,0.996625678539
1970,0.382083344162
1972,0.000511605986103
1973,0.0427371325716
1975,2.72267009314e-05
1977,6.0301361591e-05
1979,0.0374613701366
1982,0.0130862520309
1984,0.00559495001449
1988,0.00119478197827
1989,0.359032439142
1992,0.271720244288
1994,1.84544604508e-05
1995,0.149359020591
1996,0.000702265781001
1997,9.72910625569e-05
1998,0.00972495030146
2003,0.0409424690157
2004,0.494330581129
2007,9.29718949465e-06
2008,0.5224938187
2010,0.168392101526
2013,0.00134248533344
2014,0.0355414978601
2020,0.986930438876
2021,0.0664394886419
2022,0.000148746573614
2023,0.997364216447
2026,0.99455150485
2032,0.0943986260891
2033,0.0130800711922
2035,0.00308223211323
2036,0.0256121587567
2037,0.000194563568948
2041,0.0158446042798
2044,0.000926742951269
2045,0.0173997762287
2046,0.419300644398
2047,0.000104852304503
2049,0.0114158120379
2051,0.140635947585
2052,0.989131907225
2053,0.14204488121
2056,0.071177280657
2061,0.0588470814005
2063,0.00185592304915
2065,0.0491891970485
2070,0.0242292388156
2074,0.309224756062
2075,0.248433140069
2078,0.246498343349
2080,0.000335374466085
2081,0.218240717947
2082,0.0902079485357
2085,0.000221030846151
2087,0.0047005174472
2088,2.0458843801e-05
2089,0.01222588629
2090,0.457500863373
2091,0.000132451511527
2092,0.0388856311888
2093,0.065905434154
2094,0.00806091517676
2096,1.16874574314e-05
2097,0.998954530358
2098,6.02486570187e-06
2099,2.63720155817e-05
2103,0.263611965775
2104,0.441929116845
2105,0.0111494772322
2107,0.133113253266
2108,0.0227885171957
2111,0.00173709956347
2112,0.125899958611
2113,0.018010502886
2114,0.188730514199
2118,0.155499314964
2119,0.0233141472563
2120,0.0454155515879
2128,0.0646432891488
2130,0.00700471464079
2135,7.13718467159e-05
2136,9.14532488423e-06
2137,0.00159706316597
2138,0.212936523557
2139,0.0210768890195
2141,0.000500679313845
2143,0.0002938948886
2144,8.58879386942e-05
2147,0.997858310342
2148,0.0725787147135
2149,0.000161242197501
2157,0.195924657583
2164,0.0806479594484
2165,0.000170541960542
2166,0.00027383084569
2167,0.997565430999
2168,0.00598052559653
2173,0.0217900620773
2178,0.0485279072449
2179,0.930639624
2181,2.82819292079e-05
2189,0.998312240243
2190,0.00490652138367
2193,0.0001621597333
2194,0.00128005006933
2195,2.99185980225e-06
2196,0.997358397841
2199,9.29556733172e-05
2201,0.18341845572
2202,0.0433705643192
2206,0.339771241546
2207,0.00114745655039
2208,0.0125599085353
2209,0.0764663750678
2210,0.26414816767
2211,0.0509846272133
2215,0.999918036461
2219,3.95488261893e-05
2220,0.0213016249053
2221,0.979435861111
2222,0.0742081388459
2224,1.69254348975e-06
2227,0.0147216773219
2231,0.00215568204527
2232,7.04687274992e-05
2233,0.999137265682
2239,6.20670950593e-05
2240,0.206929492652
2241,0.133707675859
2242,2.35820157104e-05
2245,2.52070445458e-05
2247,8.11697343306e-05
2248,0.45032250315
2250,0.000879688050481
2251,0.000239955272555
2253,0.315736949891
2254,0.00282149139675
2255,0.043915585354
2256,0.0374745653011
2257,0.000591131485417
2258,0.000709857504698
2259,6.54297962319e-05
2262,0.000151256122772
2263,2.16449762684e-05
2265,0.0163458444551
2266,2.48333187119e-05
2267,0.000564844711625
2274,0.983850103021
2275,0.0182142695319
2276,0.252626199424
2280,0.0980424114317
2281,0.998679124713
2283,0.49824511677
2284,0.0285950914025
2285,0.29089419201
2290,0.00359389921883
2291,0.164679164141
2295,0.997098513246
2296,3.24310597716e-05
2298,0.0945852537453
2299,0.169920994043
2303,0.072782086283
2307,0.0299948749505
2312,0.0236335015856
2316,4.73341537145e-06
2322,0.0183788260166
2323,0.000408277849201
2324,1.21751562801e-06
2326,3.82854207783e-05
2329,0.116890332848
2330,2.16959813588e-05
2332,0.0145092846453
2335,1.66728753902e-05
2337,0.000527309295721
2341,2.35344447265e-05
2344,0.997917535305
2345,1.53042102556e-05
2346,0.0746523528919
2347,0.0371264082566
2349,0.998781540394
2350,0.0123920879606
2352,0.000287762912922
2355,0.336825117469
2361,0.238482629508
2363,0.000125711660949
2366,0.00515210798476
2367,0.0150216113683
2369,0.0313797400892
2370,0.0244664400443
2371,0.0173629009817
2376,0.0467741698027
2377,0.637663385272
2380,0.998008287549
2382,0.00387768031796
2384,0.0627540984377
2386,0.305660713613
2388,0.00163631057483
2389,0.0151273283456
2393,0.226399706602
2398,0.00618848542683
2400,0.000446625811892
2405,0.000165925365873
2417,0.000141605758181
2418,0.0177699611336
2419,0.000149637423165
2420,0.000399353093235
2421,0.99884761095
2426,0.0897864235193
2427,0.00815971099772
2428,0.305305197239
2433,0.00081621361518
2434,0.0148089967854
2435,1.62061346873e-05
2436,0.000320242512971
2437,0.00270657013054
2439,5.91287710267e-05
2442,0.975777284503
2443,0.000300766716828
2448,0.305307390094
2449,4.53340257445e-05
2451,0.000122604810967
2453,0.000128256444223
2457,0.000268741645705
2458,0.508904384673
2462,0.999342231154
2465,5.02591141412e-05
2466,0.997219650149
2469,0.999649962187
2470,1.23451992692e-06
2472,0.0469558802247
2473,0.224539533108
2474,0.11143398121
2477,0.000259522447741
2478,8.58857141793e-05
2480,0.000954899104836
2481,0.000278262293432
2483,0.0532650211453
2487,0.0265690127388
2490,0.0434821129777
2494,9.08764296128e-06
2496,6.87601468962e-05
2501,0.998068589568
2502,0.000260343918781
2506,0.000412196534453
2508,0.0420150749013
2513,0.364987048507
2514,0.0190717926156
2515,0.000862605955335
2517,0.0342425926123
2518,0.999434975982
2522,0.358688915372
2527,8.00786347099e-05
2532,0.0902141278982
2533,0.0684170640633
2534,6.63651097784e-05
2535,0.755665664077
2538,6.61288032461e-06
2540,0.0239909196459
2543,5.1716208327e-06
2544,0.0691002119333
2546,0.000359464325738
2547,0.995749684572
2548,0.349007381499
2549,0.0545366201922
2551,0.346207843721
2552,0.488451533914
2557,1.98627555437e-05
2559,0.999209769368
2560,0.0178307755943
2562,0.000667646200745
2567,7.44411512187e-06
2569,0.000243347464129
2580,0.991826575398
2583,0.164056438133
2588,1.09332725378e-05
2592,0.404805032909
2595,8.95749442861e-05
2599,1.11771255615e-05
2600,0.327553219944
2601,0.0178480463102
2604,3.07592884838e-05
2607,0.991619594097
2608,0.0439591711387
2611,0.074859658666
2612,0.301634141803
2613,0.000127924205153
2614,0.10829098992
2620,8.42205319714e-05
2627,0.61106544137
2630,0.00420285238186
2631,0.0991827899963
2637,0.551932249367
2640,0.0423708244972
2642,0.0974812602252
2643,0.0169463817682
2644,0.0209480232466
2645,0.993214390278
2648,9.55490159686e-05
2649,0.00152216758084
2651,0.190397559926
2652,6.15242384083e-05
2653,0.997258643508
2654,0.000815195657196
2656,0.678392038941
2657,0.227278997749
2664,0.00039074026201
2665,0.0628796101175
2668,0.276413776129
2669,0.0182785925642
2671,2.84651528636e-05
2673,0.64679656148
2675,0.279244717211
2678,1.20847773087e-05
2680,0.0715761226788
2682,3.26560157555e-05
2686,4.85153971749e-05
2688,0.231225734353
2689,0.0340922611207
2691,6.89278861319e-05
2693,2.72888292966e-05
2698,0.996357608438
2703,3.69695104723e-06
2705,0.997644947767
2706,0.982357531786
2707,0.20953773737
2711,6.26422227651e-05
2716,0.00202767561772
2717,0.432918441594
2721,0.184014436603
2723,2.6350498174e-05
2724,0.99051573813
2725,0.000187667350401
2726,6.49911215532e-06
2732,0.000771123072482
2733,0.0105385599192
2734,0.000387425875815
2740,3.71582501612e-05
2743,8.71672289941e-05
2744,0.000213927782825
2747,0.11314017199
2749,0.99537804842
2750,0.0804999962449
2751,0.389128678143
2754,3.31391448344e-05
2755,0.000349906597839
2756,0.000825040140189
2758,0.99743981123
2763,0.00438391216332
2767,0.0308716084249
2771,0.0509085991792
2772,0.8071217978
2777,3.72444942332e-05
2784,0.0141165935434
2788,0.176884117052
2789,0.557029255629
2790,0.00158296620008
2793,0.000128421209374
2796,0.0180369679909
2798,9.57312277023e-06
2799,0.275229411572
2800,0.190660637319
2803,0.0273355110921
2804,0.000192554969981
2807,0.039285663832
2808,0.0598407581449
2809,0.000105322816817
2816,8.21462372551e-05
2824,3.12429975747e-05
2825,0.00100864406035
2826,0.405435182452
2829,2.26119600029e-06
2833,0.000739012015983
2836,0.000119537706269
2837,0.001550522162
2839,0.497605621219
2841,0.113565227315
2842,0.000370939847489
2845,0.0279899373464
2846,0.0150263099326
2847,0.095633315593
2849,0.994219840765
2852,0.0317376148142
2857,0.0393733280525
2861,8.15165251333e-05
2864,0.999852507114
2868,0.0357339187525
2871,0.5442115134
2872,0.0214459404908
2873,0.997229150534
2874,6.63894976924e-06
2875,0.539838160276
2876,0.9839738518
2878,0.9897170645
2880,5.05194854304e-05
2882,9.12718039763e-05
2884,6.65539194415e-06
2885,7.3318187824e-05
2886,0.991615586877
2887,0.99484439671
2889,4.46506670187e-06
2890,0.0067318984447
2891,0.000118539019168
2892,0.534984148443
2894,0.00808916340116
2896,0.0625169989094
2899,0.362041233182
2900,0.0361901894212
2901,0.114010378495
2903,2.13967017135e-05
2904,0.988909178972
2905,0.110526862815
2906,0.238300753385
2907,0.00968701655511
2910,0.997300389409
2911,8.3830355652e-05
2914,0.996232507825
2921,0.0158312798571
2923,1.85987978875e-05
2926,3.55485218461e-05
2927,0.0359877496585
2928,1.22100330009e-05
2929,5.39357281014e-06
2932,3.01780984955e-05
2934,0.015829708036
2935,0.999273982048
2937,6.65602838853e-05
2939,0.438440397084
2940,0.0281697576493
2944,0.147368754297
2947,2.4013514867e-05
2948,0.512397247255
2950,0.000687712228391
2954,7.13152016397e-05
2955,2.01174142603e-05
2957,0.00965768539812
2966,5.76738134441e-06
2968,0.0216413429752
2969,0.319297814667
2971,0.97897548914
2973,3.06908440962e-05
2977,0.158950120509
2979,5.64164448951e-05
2980,1.62578645086e-05
2981,0.0680901687592
2982,1.67808077731e-05
2985,0.0857915087789
2988,0.0121329107415
2989,0.211699889451
2992,0.442788077593
2997,0.98832672596
3001,0.460420871973
3004,0.00545609686989
3010,6.8977626288e-05
3012,0.00182504251949
3013,5.33357752147e-06
3015,0.362434181869
3017,0.000427460772335
3018,0.354459933043
3019,0.187376888543
3020,0.0114608103037
3024,4.29018409704e-05
3025,0.0915311601013
3027,7.21108025573e-06
3029,0.997314971685
3031,0.0496648883075
3032,0.0194014490303
3034,3.20510920346e-06
3040,0.245849289596
3041,0.995911601186
3042,0.997902741432
3045,0.989799630046
3048,0.00548458019388
3050,0.135472366363
3051,0.076754328087
3054,0.999087810516
3056,0.997896158099
3058,0.880870649815
3060,4.23756040072e-05
3063,0.0346032951958
3064,0.999696667194
3066,7.45042577182e-05
3067,0.559902378023
3068,2.92175755203e-05
3069,1.44924016604e-05
3071,0.998837730885
3073,5.10661764565e-05
3076,0.175865259767
3077,0.0632481073961
3081,0.000319190812879
3084,0.000981839196756
3087,0.118451486155
3089,0.00589274942875
3094,0.00208109953324
3095,0.991328368187
3096,0.0150094705634
3099,0.00753884233069
3100,0.0305694190599
3101,0.064356456399
3106,3.6497805886e-05
3108,0.0466400086507
3114,0.500682673454
3117,1.81854933908e-05
3118,0.000573833999515
3119,0.000876374531654
3122,0.082548347339
3123,0.995787642598
3124,0.0664019900188
3127,0.693842859268
3129,9.90285877833e-06
3130,6.58935839056e-06
3135,0.277145207077
3136,0.0628228961304
3140,0.000168970080413
3143,1.51953115983e-05
3146,0.0234393433109
3148,0.194455453306
3150,0.283489670455
3156,0.0414342205413
3161,0.000866247705999
3162,0.0124475960061
3165,0.977592228651
3166,0.999845990539
3172,0.998046944141
3173,0.238634694666
3174,0.0307098073512
3175,0.00501852667425
3176,0.343285821974
3184,0.998205340505
3185,0.07931786865
3186,0.125073844567
3189,0.334168640971
3191,0.226411962509
3193,0.128969539478
3194,1.39533329866e-05
3198,2.04480752745e-05
3203,0.0474397801608
3205,0.74181473434
3211,0.289858350903
3212,0.352485196888
